system_pair,clips_analyzed,total_common_frames,total_matches,position_mean_px,position_std_px,iou_mean,iou_std,match_rate_sys1,match_rate_sys2,disagreement_rate,mean_count_diff
darkmyter_vs_eagle,15,114374,1437082,2.886117064992223,2.6293236117913987,0.7410024432948412,0.18543539344510976,0.6212826406583892,0.6437335195542222,0.36078129644849355,1.77815762323605
darkmyter_vs_yolo11_botsort,15,152624,2169609,1.0646347287004914,0.08764312202595462,0.8672577380281558,0.014161719993160227,0.6814649275551096,0.8055314972647765,0.49390004193311665,3.9113049061746517
eagle_vs_yolo11_botsort,15,114374,1037510,3.039583151809441,2.492383911314777,0.7343548634488342,0.1802993780592524,0.4644784760454654,0.5303977943235535,0.5945144875583611,3.5063126234983475
